590;80706;85;99662;WARIKTOP (WARIKTOOP);
591;80707;82;99662;YOMKONDO;
592;80708;86;99663;AIFO;
593;80709;87;99663;AMPERA;
594;80710;88;99663;ARIMBET;
595;80711;88;99663;AROA;
596;80712;89;99663;BANGUN;
597;80713;86;99663;BOMAKIA DUA (II);
598;80714;86;99663;BOMAKIA SATU (I);
599;80715;88;99663;BUKIT;
600;80716;89;99663;DOMO;
601;80717;88;99663;GINGGIMOP (GINGGIMOB);
602;80718;89;99663;HAMKHU;
603;80719;89;99663;HELLO;
604;80720;88;99663;MAJU;
605;80721;89;99663;MAKMUR;
606;80722;80;99663;MANDOBO;
607;80723;87;99663;MARIAM;
608;80724;87;99663;MAWAN;
609;80725;89;99663;NAVINI;
610;80726;88;99663;PATRIOT;
611;80727;87;99663;PERSATUAN;
612;80728;89;99663;SADAR;
613;80729;89;99663;SOHOKANGGO;
614;80730;87;99663;SOHOKANGGO (SOKANGGO);
615;80731;86;99663;SOMI;
616;80732;88;99663;UJUNG;
617;80733;86;99663;UNI;
618;80734;90;99664;ANYUMKA;
619;80735;90;99664;ARIMBIT;
620;80736;90;99664;AWAKEN (NYUM);
621;80737;91;99664;DEMA;
622;80738;92;99664;FEFERO (FEFEKO);
623;80739;93;99664;IKCAN;
624;80740;93;99664;INGGEMBIT (ENGGEMBIT);
625;80741;93;99664;JETETKUN / YETETKUN;
626;80742;93;99664;KANGGEWOT;
627;80743;94;99664;KAWAKTEMBUT;
628;80744;90;99664;KLOFKAMP (KOLOPKAM);
629;80745;90;99664;KUKEN;
630;80746;92;99664;MANGGEMAKHE (MANGGEMAHE);
631;80747;94;99664;NINATI;
632;80748;91;99664;SINIMBURU;
633;80749;94;99664;TEMBUTKA;
634;80750;94;99664;TIMKA;
635;80751;91;99664;UGO;
636;80752;93;99664;UPKIM;
637;80753;94;99664;UPYETETKO;
638;80754;93;99664;WAMETKAPA;
639;80755;91;99664;WANGGEMALO;
640;80756;93;99664;WAROPKO;
641;80757;93;99664;WINIKTIT;
642;80758;93;99664;WOMBON;
643;80759;91;99664;YAFUFLA;
644;80760;92;99664;YANIRUMA;
645;80761;95;99665;BAYANGGOP;
646;80762;96;99665;BIWAGE;
647;80763;96;99665;BIWAGE DUA;
648;80764;95;99665;BURUNGGOP;
649;80765;97;99665;FIRIWAGE;
650;80766;95;99665;GAGUOP;
651;80767;97;99665;KABUWAGE;
652;80768;97;99665;KARUWAGE;
653;80769;96;99665;KAWAGIT;
654;80770;95;99665;KEWAM;
655;80771;96;99665;KOMBAI;
656;80772;80;99665;KOUH;
657;80773;95;99665;MANGGA TIGA;
658;80774;95;99665;MANGGELUM;
659;80775;96;99665;NIOP;
660;80776;97;99665;WALIBURU;
661;80777;96;99665;WANGGOM;
662;80778;98;99766;AMAKOT;
663;80779;99;99766;AUBAN;
664;80780;98;99766;AYAK;
665;80781;98;99766;BANUM;
666;80782;98;99766;BINAM;
667;80783;99;99766;BINAMSAIN;
668;80784;98;99766;BOR;
669;80785;98;99766;BUBIS;
670;80786;98;99766;BUMU;
671;80787;98;99766;BURBIS;
672;80788;99;99766;BUTUKATNAU;
673;80789;98;99766;DAIKOT;
674;80790;98;99766;DEKAMOR / DEKAMER;
675;80791;98;99766;EMNAM;
676;80792;98;99766;JINAK;
677;80793;98;99766;KAPAYAP DUA;
678;80794;98;99766;KAPAYAP SATU;
679;80795;98;99766;KAPAYAP TIGA;
680;80796;98;99766;KARBIS;
681;80797;99;99766;MABUL;
682;80798;98;99766;NAGATUN;
683;80799;99;99766;PATIPI (PATIPPI);
684;80800;99;99766;PEPERA;
685;80801;99;99766;PIRABANAK;
686;80802;99;99766;SIPENAP / SIPANAP (ASAREP);
687;80803;98;99766;SOMNAK;
688;80804;98;99766;SORAY / SORAI;
689;80805;98;99766;UJUNG BATU;
690;80806;99;99766;ULAKIN;
691;80807;98;99766;VAKAM;
692;80808;98;99766;VAKAM DUA;
693;80809;98;99766;WABAK;
694;80810;98;99766;WAGABUS;
695;80811;98;99766;WAGANU DUA;
696;80812;98;99766;WAIJENS;
697;80813;99;99766;WOUTU BRASA;
698;80814;99;99766;WOUTU KOLOF;
699;80815;98;99766;WOWI;
700;80816;100;99773;AIKUT;
701;80817;101;99773;AMAGAIS;
702;80818;101;99773;AMARU (AMORO);
703;80819;101;99773;AMKAI;
704;80820;101;99773;AMKUN / AMKUM (ANKUM);
705;80821;102;99773;AWORKEY / AWORKET;
706;80822;103;99773;BAWOR;
707;80823;102;99773;BAYUN;
708;80824;102;99773;EMENE (EUMENE);
709;80825;101;99773;ERO SAMAN;
710;80826;103;99773;ESEIB (ESAIB);
711;80827;100;99773;HAHARE;
712;80828;103;99773;HAINAM;
713;80829;100;99773;HEIYARAM;
714;80830;102;99773;JITORSOK;
715;80831;102;99773;KAGIRIM / KAIRIN;
716;80832;100;99773;KAIPOM;
717;80833;103;99773;KAMUR;
718;80834;100;99773;KAWEM;
719;80835;102;99773;PRIMAPUN (FIRIMAPUN/FIRIMAPON);
720;80836;102;99773;SAMAN;
721;80837;102;99773;SAMENDORO / SEMENDORO;
722;80838;103;99773;SANAPAI (SENAPAI);
723;80839;100;99773;SANEP / SANEM;
724;80840;102;99773;SANTABOR (SANTAMBOR);
725;80841;100;99773;SAPEN (AIROSAPEM);
726;80842;103;99773;SARAMIT / SERAMIT;
727;80843;103;99773;SARMAFO;
728;80844;100;99773;SASIME;
729;80845;100;99773;SIMIPIT (SINEPIT);
730;80846;102;99773;SIMSAGAR;
731;80847;101;99773;SOHOMANE;
